LANG_KEY|LANG_1|LANG_2
Managers and executives|المدراء والمدراء التنفيذيين|Managers and executives
User Login ID|رقم تسجيل الدخول للمستخدم|User Login ID
Other|غير ذلك|Other
High|مرتفع|High
Likely|مرجح حدوثه|Likely
Some chance of occurrence|يوجد فرصه لحدوثه|Some chance of occurrence
Low|منخفض|Low
Risk Management Type|نوع ادارة المخاطر|Risk Management Type
Severity|خطورة|Severity
It is a required Field to select one item.|حقل مطلوب يجب اختيار عنصر واحد على الأقل|It is a required Field to select one item.
Please Choose One Of Risk Management Types|يرجى اختيار أحد أنواع إدارة المخاطر|Please Choose One Of Risk Management Types
Initiative Result|نتائج المبادرة|Initiative Result
Initiative Title|عنوان المبادرة|Initiative Title
Related Objective|غاية مرتبطة|Related Objective
Please choose Action Plan / No Action Plan found.|يرجى اختيار خطة عمل / لم يتم إيجاد خطة عمل|Please choose Action Plan / No Action Plan found.
Action Plan Title|عنوان خطة العمل|Action Plan Title
Related Initiative|مباردة مرتبطة|Related Initiative
Action Plan Result|نتئج خطة العمل|Action Plan Result
Please choose Projects / No Project found.|يرجى اختيار مشاريع / لم يتم إيجاد مشروع|Please choose Projects / No Project found.
Project Title|عنوان المشروع|Project Title
Projects Result|نتائج المشاريع|Projects Result
Please choose activity / No activity found.|يرجى اختيار نشاط / لم يتم إيجاد نشاط|Please choose activity / No activity found.
Related Project|مشروع مرتبط|Related Project
Activities Result|نتائج الأنشطة|Activities Result
Records have been Entered|تم إدخال السجلات|Records have been Entered
Risk Level|مستوى الخطر|Risk Level
Risk Management Matrix|مصفوفة إدارة المخاطر|Risk Management Matrix
Risk Management Information|معلومات إدارة المخاطر|Risk Management Information
Risk Title|عنوان الخطر|Risk Title
Risk Type|نوع الخطر|Risk Type
Risk Evaluation|تقييم الخطر|Risk Evaluation
Risk evaluation = Likely * Severity|تقييم الخطر = الخطورة * المحتمل |Risk evaluation = Likely * Severity
Risk Treatments|التعامل مع الخطر|Risk Treatments
Risk Description|زصف الخطر|Risk Description
Extract to|استخراج ل|Extract to
Rubric Name|اسم الموضوع|Rubric Name
General Training|الدورات العامة|General Training
Creator|منشئ|Creator
Outline|مخطط الدورة|Outline
Personal Training|دورات شخصية|Personal Training
Select Element|اختر عنصر|Select Element
Strategic Period|الفترة الاستراتيجية|Strategic Period
Please Enter perspective Text|يرجى ادخال نص المنظور|Please Enter perspective Text
Learning Domains Type|نوع مجال تعلم|Learning Domains Type
Select Faculty Members|اختر أعضاء الهيئة التدريسية|Select Faculty Members
Unit Not Selected|لم يتم اختيار وحدة|"Unit Not Selected
"
"Unit Responsible
"|الوحدة المسؤولة|"Unit Responsible
"
From (Year)|من (سنة)|From (Year)
"To (Year)
"|إلى (سنة)|"To (Year)
"
Service Description|وصف الخدمة|Service Description
Find Courses|العثور على المواد الدراسية|Find Courses
scale_count|عدد المقاييس|Scale Count
scale_text_en|نص المقياس ( English )|Scale Text (English)
scale_text_ar|نص المقياس ( العربية )|Scale Texr (العربية)
"Industrial Skills Name
"|اسم المهارة الصناعية|"Industrial Skills Name
"
Choose Rubrics|اختر موضوعات|Choose Rubrics
room please go to room management and add one|غرف، يرجى الذهاب إلى إدارة الغرف وإضافة واحدة|room, please go to room management and add one
Clubs|أندية|Clubs
Discover|اكتشاف|Discover
"clubs to discover
"|أندية للاكتشاف|"clubs to discover
"
Search For Club|البحث عن نادي|Search For Club
"Discover Club
"|نادي للاكتشاف|"Discover Club
"
Your not admin on any clubs|لست مشرف على أي نادي|Your not admin on any clubs
Club|نادي|Club
"Select Legend
"|اختر مسمى توضيحي|Select Legend
Undergraduate - Bachelor|فيد التخرج - بكالوريوس|Undergraduate - Bachelor
Undergraduate - Diploma|قيد التخرج - دبلوم|Undergraduate - Diploma
Postgraduate - High Diploma|دراسات عليا - دبلوم عالي|Postgraduate - High Diploma
Postgraduate - Master|دراسات عليا - ماجستير|Postgraduate - Master
Postgraduate - Doctor|دراسات عليا - دكتوراه|Postgraduate - Doctor
Assessment Plans|خطط التقييم|Assessment Plans
Assessment|تقييم|Assessment
CLO keywords to be displayed|كلمة مفتاحية لمخرجات التعلم ليتم عرضها|CLO keywords to be displayed
PLO keywords to be displayed|كلمة مفتاحية لمخرجات التعلم ليتم عرضها|PLO keywords to be displayed
Policies & Procedures are Entered|سياسات وإجراءات تم إدخالها|Policies & Procedures are Entered
Risk Treatment|التعامل مع الخطر|Risk Treatment
Please choose Initiative / No Initiative found|يرجى اختيار مبادرة / لا يوجد مبادرة|Please choose Initiative / No Initiative found
activities_result|نتائج الأنشطة|Activities Result
Orm_Rim_Risk_Management_Kpi|KPI|KPI
Orm_Rim_Risk_Management_Objective|غاية|Objective
Orm_Rim_Risk_Management_Initiative|مبادرة|Initiative
Orm_Rim_Risk_Management_Action_Plan|خطة عمل|Action_Plan
Orm_Rim_Risk_Management_Project|مشروع|Project
Orm_Rim_Risk_Management_Activity|نشاط|Activity
Orm_Rim_Risk_Management_Clo|مخرجات التعلم للمادة الدراسية|CLO
Orm_Rim_Risk_Management_Plo|مخرجات التعلم للبرنامج|PLO
Club Name Arabic|اسم النادي (AR) |Club Name (AR)
Club Name English|اسم النادي (EN)|Club Name (EN)
Rubrics Name English|اسم النادي (EN)|Rubrics Name (EN)
Rubrics Name Arabic|اسم الموضوع (AR) |Rubrics Name (AR)
Award Winner Name English|اسم الفائز بالجائزة (EN)|Award Winner Name (EN)
Award Winner Name Arabic|اسم الفائز بالجائزة (AR) |Award Winner Name (AR)
Award Candidate Name English|اسم المرشح للجائزة (EN)|Award Candidate Name (EN)
Award Candidate Name Arabic|اسم المرشح للجائزة (AR) |Award Candidate Name (AR)
Training Name English|اسم الدورة (EN)|Training Name (EN)
Training Name Arabic|اسم الدورة (AR) |Training Name (AR)
Survey Title English|عنوان الاستبيان (EN)|Survey Title (EN)
Survey Title Arabic|عنوان الاستبيان (AR) |Survey Title Arabic
Club Name|اسم النادي|Club Name
Policies|سياسات|Policies
Club Logo|شعار النادي|Club Logo
Who can Post|من يمكنه النشر|Who can Post
Who can Join the group|من يمكنه الانضمام للنادي|Who can Join the group
Warning! Max Size = 2M|تحذير الحجم الأعلى هو  2M|Warning! Max Size = 2M
Assessment loop Programs to be displayed|دائرة تقييم البرنامج ليتم عرضها|Assessment loop Programs to be displayed
No data available in table|لا يوجد بيانات متاحة|No data available in table
Learning Domain Type|نوع مجال التعلم |Learning Domain Type
Topics for advice|موضوعات للاستشارة|Topics for advice
Topics For|موضوعات ل|Topics For
Select Faculty|اختر عضو هيئة تدريس|Select Faculty
Advisory Survey|استبيان استشاري|Advisory Survey
Meeting Advisory|اجتماع الاستشاريين|Meeting Advisory
Rubric|موضوع|Rubric
Invalid Login ID|رقم تسجيل الدخول خاطئ|Invalid Login ID
Club Cover|الصورة الغلاف للنادي|Club Cover
PLO Keywords|الكلمات المفتاحية ل PLO|PLO Keywords
Max Size|الحجم الأعلى|Max Size
Not specified Assessment Methods|لم يتم تحديد طرق التقييم|Not specified Assessment Methods
Choose|اختر|Choose
The resources you requested does not exist!|المصادر المطلوبة غير متاحة|The resources you requested does not exist!
Risk Responsible|المسؤول عن المخاطر|Risk Responsible
Select Class|اختر تصنيف|Select Class
There is an exist strategic plan cover this period|يوجد خطة استراتيجية تغطي هذه الفترة الزمنية|There is an exist strategic plan cover this period
Custom|مخصص|Custom
Who Will Evaluate Advisory|من سوف يقوم بتقييم الاستشاريين|Who Will Evaluate Advisory
All Users|جميع المستخدمين|All Users
